|film_id|title                    |category   |rating|fullname             |rental_frequency|total_amount|last_update|
|660    |PARTY KNOCK                |Comedy     |PG    |ANDY VANHORN         |1               |4.99        |2006-02-15 |
|660    |PARTY KNOCK                |Comedy     |PG    |JEFFERY PINSON       |1               |4.99        |2006-02-15 |
|660    |PARTY KNOCK                |Comedy     |PG    |RACHEL BARNES        |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |ARNOLD HAVENS        |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |CHARLOTTE HUNTER     |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |DENNIS GILMAN        |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |DONNA THOMPSON       |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |HOLLY FOX            |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |JOYCE EDWARDS        |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |RAUL FORTIER         |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |ROBERTO VU           |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |SAM MCDUFFIE         |1               |4.99        |2006-02-15 |
|661    |PAST SUICIDES              |Foreign    |PG-13 |SARA PERRY           |1               |4.99        |2006-02-15 |
|662    |PATHS CONTROL              |Drama      |PG    |MELANIE ARMSTRONG    |1               |4.99        |2006-02-15 |
|662    |PATHS CONTROL              |Drama      |PG    |SETH HANNON          |1               |4.99        |2006-02-15 |
|664    |PATRIOT ROMAN              |Action     |PG    |MARIO CHEATHAM       |1               |4.99        |2006-02-15 |
|665    |PATTON INTERVIEW           |Horror     |PG    |WALTER PERRYMAN      |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |AGNES BISHOP         |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |BRAD MCCURDY         |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |GINA WILLIAMSON      |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |LANCE PEMBERTON      |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |LOIS BUTLER          |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |NATHAN RUNYON        |1               |4.99        |2006-02-15 |
|666    |PAYCHECK WAIT              |Drama      |PG-13 |VANESSA SIMS         |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |ADAM GOOCH           |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |ANDREA HENDERSON     |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |BRANDY GRAVES        |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |CAROLE BARNETT       |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |DIANA ALEXANDER      |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |DOLORES WAGNER       |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |FLORENCE WOODS       |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |KELLY KNOTT          |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |KENT ARSENAULT       |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |LYNN PAYNE           |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |MITCHELL WESTMORELAND|1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |SANDRA MARTIN        |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |SHIRLEY ALLEN        |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |TERRANCE ROUSH       |1               |4.99        |2006-02-15 |
|668    |PEAK FOREVER               |Sports     |PG    |VERONICA STONE       |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |ANNIE RUSSELL        |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |BECKY MILES          |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |CLARENCE GAMEZ       |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |LEO EBERT            |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |LOUIS LEONE          |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |MATTHEW MAHAN        |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |ROGER QUINTANILLA    |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |TERRY CARLSON        |1               |4.99        |2006-02-15 |
|670    |PELICAN COMFORTS           |Documentary|PG    |VICTORIA GIBSON      |1               |4.99        |2006-02-15 |
|672    |PERFECT GROOVE             |Comedy     |PG-13 |KATHRYN COLEMAN      |1               |4.99        |2006-02-15 |
|672    |PERFECT GROOVE             |Comedy     |PG-13 |RUBEN GEARY          |1               |4.99        |2006-02-15 |
|673    |PERSONAL LADYBUGS          |Music      |PG-13 |HARVEY GUAJARDO      |1               |4.99        |2006-02-15 |
|673    |PERSONAL LADYBUGS          |Music      |PG-13 |KATHY JAMES          |1               |4.99        |2006-02-15 |
|674    |PET HAUNTING               |Foreign    |PG    |FLORENCE WOODS       |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |BARBARA JONES        |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |CHRISTOPHER GRECO    |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |DENNIS GILMAN        |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |FERNANDO CHURCHILL   |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |JERRY JORDON         |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |JOY GEORGE           |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |KATHRYN COLEMAN      |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |LORI WOOD            |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |MATHEW BOLIN         |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |MELINDA FERNANDEZ    |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |RICARDO MEADOR       |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |ROBERTO VU           |1               |4.99        |2006-02-15 |
|676    |PHILADELPHIA WIFE          |Sports     |PG-13 |SETH HANNON          |1               |4.99        |2006-02-15 |
|678    |PICKUP DRIVING             |Sports     |G     |JOEL FRANCISCO       |1               |4.99        |2006-02-15 |
|678    |PICKUP DRIVING             |Sports     |G     |TED BREAUX           |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |ANNETTE OLSON        |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |BILLIE HORTON        |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |BRANDY GRAVES        |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |CAROL GARCIA         |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |DEBBIE REYES         |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |ELEANOR HUNT         |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |HARRY ARCE           |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |KELLY TORRES         |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |LORRAINE STEPHENS    |1               |4.99        |2006-02-15 |
|680    |PINOCCHIO SIMON            |Comedy     |PG    |STEPHANIE MITCHELL   |1               |4.99        |2006-02-15 |
|681    |PIRATES ROXANNE            |Sports     |PG    |KENT ARSENAULT       |1               |4.99        |2006-02-15 |
|681    |PIRATES ROXANNE            |Sports     |PG    |WILLIAM SATTERFIELD  |1               |4.99        |2006-02-15 |
|682    |PITTSBURGH HUNCHBACK       |Family     |PG-13 |JAMIE WAUGH          |1               |4.99        |2006-02-15 |
|682    |PITTSBURGH HUNCHBACK       |Family     |PG-13 |MARLENE WELCH        |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |AMBER DIXON          |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |APRIL BURNS          |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |ARTHUR SIMPKINS      |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |BEVERLY BROOKS       |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |BRENT HARKINS        |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |CINDY FISHER         |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |DIANE COLLINS        |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |JAVIER ELROD         |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |JAY ROBB             |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |JO FOWLER            |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |JOSE ANDREW          |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |LYNN PAYNE           |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |MARIA MILLER         |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |MATTIE HOFFMAN       |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |MICHELE GRANT        |1               |4.99        |2006-02-15 |
|683    |PITY BOUND                 |Drama      |NC-17 |PAULINE HENRY        |1               |4.99        |2006-02-15 |
|684    |PIZZA JUMANJI              |Games      |NC-17 |ROBERT BAUGHMAN      |1               |4.99        |2006-02-15 |
|684    |PIZZA JUMANJI              |Games      |NC-17 |RON DELUCA           |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |BETH FRANKLIN        |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |DEBRA NELSON         |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |EILEEN CARR          |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |TERRENCE GUNDERSON   |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |THELMA MURRAY        |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |TONY CARRANZA        |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |WALTER PERRYMAN      |1               |4.99        |2006-02-15 |
|685    |PLATOON INSTINCT           |New        |PG-13 |WILLARD LUMPKIN      |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |ADAM GOOCH           |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |BETH FRANKLIN        |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |CHRIS BROTHERS       |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |CONSTANCE REID       |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |HAZEL WARREN         |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |KENNETH GOODEN       |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |LEON BOSTIC          |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |MARSHALL THORN       |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |MINNIE ROMERO        |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |RONNIE RICKETTS      |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |TIMOTHY BUNN         |1               |4.99        |2006-02-15 |
|686    |PLUTO OLEANDER             |New        |R     |VIRGINIA GREEN       |1               |4.99        |2006-02-15 |
|689    |POLLOCK DELIVERANCE        |Foreign    |PG    |THEODORE CULP        |1               |4.99        |2006-02-15 |
|690    |POND SEATTLE               |Animation  |PG-13 |ALLISON STANLEY      |1               |4.99        |2006-02-15 |
|690    |POND SEATTLE               |Animation  |PG-13 |FLOYD GANDY          |1               |4.99        |2006-02-15 |
|690    |POND SEATTLE               |Animation  |PG-13 |RHONDA KENNEDY       |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |DARRYL ASHCRAFT      |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |ETHEL WEBB           |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |EUGENE CULPEPPER     |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |FRANK WAGGONER       |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |HAROLD MARTINO       |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |JEANETTE GREENE      |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |NATHANIEL ADAM       |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |RANDY GAITHER        |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |RENE MCALISTER       |1               |4.99        |2006-02-15 |
|691    |POSEIDON FOREVER           |Sports     |PG-13 |ROGER QUINTANILLA    |1               |4.99        |2006-02-15 |
|692    |POTLUCK MIXED              |Animation  |G     |CODY NOLEN           |1               |4.99        |2006-02-15 |
|692    |POTLUCK MIXED              |Animation  |G     |VIRGIL WOFFORD       |1               |4.99        |2006-02-15 |
|693    |POTTER CONNECTICUT         |Animation  |PG    |CARRIE PORTER        |1               |4.99        |2006-02-15 |
|693    |POTTER CONNECTICUT         |Animation  |PG    |DEREK BLAKELY        |1               |4.99        |2006-02-15 |
|693    |POTTER CONNECTICUT         |Animation  |PG    |JOAN COOPER          |1               |4.99        |2006-02-15 |
|693    |POTTER CONNECTICUT         |Animation  |PG    |TRACY HERRMANN       |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |ALAN KAHN            |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |BRETT CORNWELL       |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |CRAIG MORRELL        |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |DEAN SAUER           |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |EDDIE TOMLIN         |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |ELEANOR HUNT         |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |JOANNE ROBERTSON     |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |MARION SNYDER        |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |PATRICIA JOHNSON     |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |PATRICK NEWSOM       |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |ROSEMARY SCHMIDT     |1               |4.99        |2006-02-15 |
|694    |PREJUDICE OLEANDER         |Classics   |PG-13 |SUE PETERS           |1               |4.99        |2006-02-15 |
|695    |PRESIDENT BANG             |Family     |PG    |CASEY MENA           |1               |4.99        |2006-02-15 |
|695    |PRESIDENT BANG             |Family     |PG    |CHRISTOPHER GRECO    |1               |4.99        |2006-02-15 |
|695    |PRESIDENT BANG             |Family     |PG    |NICHOLAS BARFIELD    |1               |4.99        |2006-02-15 |
|695    |PRESIDENT BANG             |Family     |PG    |STEVEN CURLEY        |1               |4.99        |2006-02-15 |
|698    |PRINCESS GIANT             |Documentary|NC-17 |ANGELA HERNANDEZ     |1               |4.99        |2006-02-15 |
|698    |PRINCESS GIANT             |Documentary|NC-17 |LEONARD SCHOFIELD    |1               |4.99        |2006-02-15 |
|698    |PRINCESS GIANT             |Documentary|NC-17 |MATTIE HOFFMAN       |1               |4.99        |2006-02-15 |
|698    |PRINCESS GIANT             |Documentary|NC-17 |NORMA GONZALES       |1               |4.99        |2006-02-15 |
|698    |PRINCESS GIANT             |Documentary|NC-17 |ROBIN HAYES          |1               |4.99        |2006-02-15 |
|699    |PRIVATE DROP               |Games      |PG    |JAY ROBB             |1               |4.99        |2006-02-15 |
|699    |PRIVATE DROP               |Games      |PG    |MARK RINEHART        |1               |4.99        |2006-02-15 |
|699    |PRIVATE DROP               |Games      |PG    |MINNIE ROMERO        |1               |4.99        |2006-02-15 |
|699    |PRIVATE DROP               |Games      |PG    |MORRIS MCCARTER      |1               |4.99        |2006-02-15 |
|700    |PRIX UNDEFEATED            |Family     |R     |CHARLIE BESS         |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |BARRY LOVELACE       |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |CATHERINE CAMPBELL   |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |CLINTON BUFORD       |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |LONNIE TIRADO        |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |SONIA GREGORY        |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |THELMA MURRAY        |1               |4.99        |2006-02-15 |
|702    |PULP BEVERLY               |Horror     |G     |TRACY HERRMANN       |1               |4.99        |2006-02-15 |
|703    |PUNK DIVORCE               |Animation  |PG    |DARRYL ASHCRAFT      |1               |4.99        |2006-02-15 |
|703    |PUNK DIVORCE               |Animation  |PG    |EMILY DIAZ           |1               |4.99        |2006-02-15 |
|703    |PUNK DIVORCE               |Animation  |PG    |NAOMI JENNINGS       |1               |4.99        |2006-02-15 |
|703    |PUNK DIVORCE               |Animation  |PG    |SHAWN HEATON         |1               |4.99        |2006-02-15 |
|703    |PUNK DIVORCE               |Animation  |PG    |SHELLY WATTS         |1               |4.99        |2006-02-15 |
|704    |PURE RUNNER                |Comedy     |NC-17 |ETHEL WEBB           |1               |4.99        |2006-02-15 |
|704    |PURE RUNNER                |Comedy     |NC-17 |SALVADOR TEEL        |1               |4.99        |2006-02-15 |
|705    |PURPLE MOVIE               |Foreign    |R     |MARION SNYDER        |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |BERNARD COLBY        |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |CHARLOTTE HUNTER     |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |FREDERICK ISBELL     |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |JULIAN VEST          |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |KYLE SPURLOCK        |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |MAX PITT             |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |MELANIE ARMSTRONG    |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |MITCHELL WESTMORELAND|1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |NICOLE PETERSON      |1               |4.99        |2006-02-15 |
|706    |QUEEN LUKE                 |Drama      |PG    |REGINA BERRY         |1               |4.99        |2006-02-15 |
|707    |QUEST MUSSOLINI            |Action     |R     |CARMEN OWENS         |1               |4.99        |2006-02-15 |
|707    |QUEST MUSSOLINI            |Action     |R     |SHARON ROBINSON      |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |ELEANOR HUNT         |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |JIMMIE EGGLESTON     |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |KAY CALDWELL         |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |LAWRENCE LAWTON      |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |LESLIE GORDON        |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |RAMON CHOATE         |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |RANDY GAITHER        |1               |4.99        |2006-02-15 |
|708    |QUILLS BULL                |Documentary|R     |SHANE MILLARD        |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |ANA BRADLEY          |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |BRANDY GRAVES        |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |CATHY SPENCER        |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |CECIL VINES          |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |CHRISTINE ROBERTS    |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |FLOYD GANDY          |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |FREDDIE DUGGAN       |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |JOYCE EDWARDS        |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |LEONA OBRIEN         |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |MARCIA DEAN          |1               |4.99        |2006-02-15 |
|710    |RAGE GAMES                 |Family     |R     |MARVIN YEE           |1               |4.99        |2006-02-15 |
|711    |RAGING AIRPLANE            |Sci-Fi     |R     |ANDY VANHORN         |1               |4.99        |2006-02-15 |
|711    |RAGING AIRPLANE            |Sci-Fi     |R     |CRYSTAL FORD         |1               |4.99        |2006-02-15 |
|711    |RAGING AIRPLANE            |Sci-Fi     |R     |KIRK STCLAIR         |1               |4.99        |2006-02-15 |
|711    |RAGING AIRPLANE            |Sci-Fi     |R     |MARTHA GONZALEZ      |1               |4.99        |2006-02-15 |
|711    |RAGING AIRPLANE            |Sci-Fi     |R     |MAXINE SILVA         |1               |4.99        |2006-02-15 |
|711    |RAGING AIRPLANE            |Sci-Fi     |R     |MORRIS MCCARTER      |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |ALLEN BUTTERFIELD    |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |BERTHA FERGUSON      |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |CLINTON BUFORD       |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |CONNIE WALLACE       |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |DON BONE             |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |DOUGLAS GRAF         |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |ERIKA PENA           |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |MARGIE WADE          |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |MARIO CHEATHAM       |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |MELANIE ARMSTRONG    |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |MELISSA KING         |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |SALLY PIERCE         |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |SUE PETERS           |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |TAMMY SANDERS        |1               |4.99        |2006-02-15 |
|715    |RANGE MOONWALKER           |Family     |PG    |WALTER PERRYMAN      |1               |4.99        |2006-02-15 |
|716    |REAP UNFAITHFUL            |Horror     |PG-13 |KARL SEAL            |1               |4.99        |2006-02-15 |
|719    |RECORDS ZORRO              |Sports     |PG    |BETTY WHITE          |1               |4.99        |2006-02-15 |
|719    |RECORDS ZORRO              |Sports     |PG    |CLARA SHAW           |1               |4.99        |2006-02-15 |
|719    |RECORDS ZORRO              |Sports     |PG    |GRACE ELLIS          |1               |4.99        |2006-02-15 |
|719    |RECORDS ZORRO              |Sports     |PG    |PHYLLIS FOSTER       |1               |4.99        |2006-02-15 |
|719    |RECORDS ZORRO              |Sports     |PG    |REBECCA SCOTT        |1               |4.99        |2006-02-15 |
|719    |RECORDS ZORRO              |Sports     |PG    |STEVE MACKENZIE      |1               |4.99        |2006-02-15 |
|720    |REDEMPTION COMFORTS        |New        |NC-17 |VIOLA HANSON         |1               |4.99        |2006-02-15 |
|721    |REDS POCUS                 |Music      |PG-13 |BILL GAVIN           |1               |4.99        |2006-02-15 |
|721    |REDS POCUS                 |Music      |PG-13 |JUAN FRALEY          |1               |4.99        |2006-02-15 |
|721    |REDS POCUS                 |Music      |PG-13 |LILLIE KIM           |1               |4.99        |2006-02-15 |
|721    |REDS POCUS                 |Music      |PG-13 |PEDRO CHESTNUT       |1               |4.99        |2006-02-15 |
|722    |REEF SALUTE                |Horror     |NC-17 |RHONDA KENNEDY       |1               |4.99        |2006-02-15 |
|722    |REEF SALUTE                |Horror     |NC-17 |TARA RYAN            |1               |4.99        |2006-02-15 |
|723    |REIGN GENTLEMEN            |Sci-Fi     |PG-13 |BERTHA FERGUSON      |1               |4.99        |2006-02-15 |
|723    |REIGN GENTLEMEN            |Sci-Fi     |PG-13 |FRANCISCO SKIDMORE   |1               |4.99        |2006-02-15 |
|723    |REIGN GENTLEMEN            |Sci-Fi     |PG-13 |LUCILLE HOLMES       |1               |4.99        |2006-02-15 |
|724    |REMEMBER DIARY             |Family     |R     |ARTHUR SIMPKINS      |1               |4.99        |2006-02-15 |
|724    |REMEMBER DIARY             |Family     |R     |KARL SEAL            |1               |4.99        |2006-02-15 |
|725    |REQUIEM TYCOON             |Classics   |R     |DALE RATCLIFF        |1               |4.99        |2006-02-15 |
|725    |REQUIEM TYCOON             |Classics   |R     |DARREN WINDHAM       |1               |4.99        |2006-02-15 |
|725    |REQUIEM TYCOON             |Classics   |R     |DORIS REED           |1               |4.99        |2006-02-15 |
